V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,LocationLatitude,LocationLongitude,LocationAccuracy,
R_vf8kh4fS62cl5wl,Default Response Set,Anonymous,,,181.109.249.106,0,2015-03-05 16:14:49,2015-03-05 16:17:33,1,1,defh,Chrome,40.0.2214.109,Linux,320x534,-1,1,"Mozilla/5.0 (Linux; Android 4.4.2; SM-G355M Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.109 Mobile Safari/537.36",Male,31-40 years,Undergraduate/Bachelor's degree,Java,freelance ,DO - Dominican Republic,"-3,(GMT-03:00) Buenos Aires",9,8,6,6,12,-34.603302001953,-58.38159942627,-1,
R_CdZg3Z1hyCiSQrT,Default Response Set,Anonymous,,,69.143.8.160,0,2015-03-05 16:33:56,2015-03-05 16:35:11,1,1,Lapro,Chrome,40.0.2214.109,Linux,360x640,-1,1,"Mozilla/5.0 (Linux; Android 4.4.2; SM-G900F Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.109 Mobile Safari/537.36",Male,26-30 years,Undergraduate/Bachelor's degree,C++,student,CN - China,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",5,2,2,2,2,38.860000610352,-77.098701477051,-1,
R_20PfeJy6D0Mtwjz,Default Response Set,Anonymous,,,87.210.193.253,0,2015-03-05 17:05:52,2015-03-05 17:08:45,1,1,carlop,Chrome,39.0.2171.95,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",Male,26-30 years,High School,C++,Part time occupation,IT - Italy,"1,(GMT+01:00) Amsterdam",4,,,,,52.350006103516,4.9167022705078,-1,
R_afVsG2a8j3XvXtX,Default Response Set,Anonymous,,,58.182.179.151,0,2015-03-05 17:22:18,2015-03-05 17:26:43,1,1,NobuMiu,MSIE,10.0,Windows NT 6.1,1920x1200,16.0.0.305,1,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; InfoPath.3; .NET4.0E),Male,31-40 years,Postgraduate/Master of arts,C++,employed,JP - Japan,"8,(GMT+08:00) Singapore",10-completely willing,12,4,4,24,1.2931060791016,103.85580444336,-1,
R_2ZJR6VyyXnW8AUN,Default Response Set,Anonymous,,,131.107.192.176,0,2015-03-05 17:33:07,2015-03-05 17:35:00,1,1,Proud2BACoug,Chrome,40.0.2214.115,Windows NT 6.3,1200x1920,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,31-40 years,Undergraduate/Bachelor's degree,C#,Employed at Microsoft,US - United States,"-8,(GMT-08:00) Pacific Time (US &amp; Canada)",8,10,10,10,10,47.680099487305,-122.12060546875,-1,
R_UiEN58RxTkcOexr,Default Response Set,Anonymous,,,202.235.250.62,0,2015-03-05 18:01:02,2015-03-05 18:03:12,1,1,mayoko,Chrome,38.0.2125.111,Linux i686,1366x768,15.0.0,1,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,C++,none,JP - Japan,"9,(GMT+09:00) Tokyo",5,3,3,3,3,35.684997558594,139.75140380859,-1,
R_1N92x6NFyHTqHoM,Default Response Set,Anonymous,,,121.99.160.115,0,2015-03-05 18:41:36,2015-03-05 18:42:47,1,1,Moninf,Chrome,40.0.2214.115,Windows NT 6.1,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,Python,,NZ - New Zealand,"12,(GMT+12:00) Auckland",10-completely willing,4,4,4,4,-37.761001586914,175.24740600586,-1,
R_1hEDwPytz2PBBMA,Default Response Set,Anonymous,,,119.175.92.33,0,2015-03-05 19:53:03,2015-03-05 19:54:53,1,1,myossy,Chrome,40.0.2214.111,Macintosh,1440x900,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36",Female,20-25 years old,Undergraduate/Bachelor's degree,Python,nothing,JP - Japan,"9,(GMT+09:00) Tokyo",1-unwilling,5,5,5,5,33.606399536133,130.41809082031,-1,
R_25YGxkEDrlQFtvA,Default Response Set,Anonymous,,,181.167.111.143,0,2015-03-03 10:23:15,2015-03-03 10:23:25,0,1,midrux,Chrome,40.0.2214.115,Windows NT 6.1,1600x900,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",,,,,,,,,,,,,,,-1,
R_3q9VJPhS6tnQGZ8,Default Response Set,Anonymous,,,124.100.69.193,0,2015-03-03 04:11:46,2015-03-03 04:12:26,0,1,Vetteru,Chrome,40.0.2214.115,Macintosh,1280x800,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,High School,C++,Bachelor,JP - Japan,"9,(GMT+09:00) Tokyo",,,,,,,,-1,
R_27ezckIuM3FYXtu,Default Response Set,Anonymous,,,192.184.41.189,0,2015-03-02 19:34:59,2015-03-02 19:36:31,0,1,fivestarwy,Chrome,40.0.2214.115,Windows NT 6.1,1440x900,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,26-30 years,Undergraduate/Bachelor's degree,Java,employed,CN - China,"8,(GMT+08:00) Beijing",,,,,,,,-1,
R_2c29H3EdDuiFOTv,Default Response Set,Anonymous,,,98.119.130.219,0,2015-03-02 13:11:23,2015-03-02 13:11:31,0,1,YDesai,Chrome,40.0.2214.115,Linux x86_64,1920x1080,16.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",,,,,,,,,,,,,,,-1,
R_2qgzv9GjEy5dbka,Default Response Set,Anonymous,,,108.60.106.2,0,2015-03-02 18:18:57,2015-03-02 18:19:04,0,1,nika,Firefox,36.0,Ubuntu,2560x1600,11.2.202,1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:36.0) Gecko/20100101 Firefox/36.0,,,,,,,,,,,,,,,-1,
R_cVexgcfXa90dk65,Default Response Set,Anonymous,,,14.139.236.220,0,2015-03-05 08:49:48,2015-03-05 08:50:02,0,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_VIIbMXpe8RJkzh7,Default Response Set,Anonymous,,,212.138.85.53,0,2015-03-05 01:07:00,2015-03-05 01:07:12,0,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1q3TaTkQ31Ckzq6,Default Response Set,Anonymous,,,84.209.25.103,0,2015-03-04 15:45:34,2015-03-04 15:45:39,0,1,snixtho,Chrome,40.0.2214.115,Windows NT 6.1,2560x1440,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",,,,,,,,,,,,,,,-1,
R_2rjXLBm6QfPKztv,Default Response Set,Anonymous,,,183.195.251.226,0,2015-03-04 18:02:16,2015-03-04 18:02:27,0,1,Lozy,Chrome,40.0.2214.94,Macintosh,1440x900,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",,,,,,,,,,,,,,,-1,
R_YWY59NebEorM1Hz,Default Response Set,Anonymous,,,112.175.187.6,0,2015-03-04 04:25:38,2015-03-04 04:26:42,0,1,Wook.Song,Chrome,40.0.2214.115,Windows NT 6.1,1920x1200,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,31-40 years,Undergraduate/Bachelor's degree,C#,employed,"KR - Korea, South","9,(GMT+09:00) Seoul",,,,,,,,-1,
R_3O8QuT2fJvpcUjV,Default Response Set,Anonymous,,,110.174.66.92,0,2015-03-05 07:32:11,2015-03-05 07:32:26,0,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_TtiYVNWRXCwHQCl,Default Response Set,Anonymous,,,80.12.35.231,0,2015-03-02 13:34:58,2015-03-02 13:35:14,0,1,kossi_tg,Chrome,40.0.2214.115,Windows NT 6.3,1600x900,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",,,,,,,,,,,,,,,-1,
R_3R9q6cV1UxUQGAH,Default Response Set,Anonymous,,,50.185.213.99,0,2015-03-05 03:15:23,2015-03-05 03:16:33,0,1,oulric1,Chrome,40.0.2214.109,Linux,360x640,-1,1,"Mozilla/5.0 (Linux; Android 4.4.2; VS980 4G Build/KOT49I.VS98027A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.109 Mobile Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,C++,Software engineer ,US - United States,"-8,(GMT-08:00) Pacific Time (US &amp; Canada)",,,,,,,,-1,
R_qOUGIaAqkohpM9b,Default Response Set,Anonymous,,,114.184.206.182,0,2015-03-03 05:33:45,2015-03-03 05:38:50,0,1,OUDON,Chrome,40.0.2214.111,Macintosh,1440x900,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,C++,B1,JP - Japan,"9,(GMT+09:00) Tokyo",,,,,,,,-1,
R_2wKx1dBNUC2RPWC,Default Response Set,Anonymous,,,46.147.145.101,0,2015-03-02 13:32:35,2015-03-02 13:32:45,0,1,Morojenoe,Safari iPad,9537.53,iPad,768x1024,-1,,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) YaBrowser/14.12.2125.9580.11 Mobile/11D257 Safari/9537.53",,,,,,,,,,,,,,,-1,
R_3psDvvtDeUHtuuu,Default Response Set,Anonymous,,,157.82.5.122,0,2015-03-02 15:44:37,2015-03-02 15:46:26,0,1,atetubou,Chrome,40.0.2214.115,Linux x86_64,1920x1200,16.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,C++,getting Master's degree,JP - Japan,"9,(GMT+09:00) Tokyo",,,,,,,,-1,
R_1gtZfC5LXI2dyDD,Default Response Set,Anonymous,,,216.75.238.166,0,2015-03-03 16:11:11,2015-03-03 16:11:18,0,1,jbgeddes3,Safari,8.0.3,Macintosh,1440x900,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18",,,,,,,,,,,,,,,-1,
R_27IRzgOoY9aAB5B,Default Response Set,Anonymous,,,36.73.225.134,0,2015-03-03 09:21:04,2015-03-03 09:21:20,0,1,Wilxzzz,Chrome,40.0.2214.115,Windows NT 6.3,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",,,,,,,,,,,,,,,-1,
R_Q5KTKoIozZ8afrH,Default Response Set,Anonymous,,,78.26.151.73,0,2015-03-05 02:14:47,2015-03-05 02:14:55,0,1,Rizvanov_de_xXx,Chrome,40.0.2214.115,Windows NT 6.3,1440x810,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",,,,,,,,,,,,,,,-1,
R_3iKVY2w6vc9Cp88,Default Response Set,Anonymous,,,94.54.195.33,0,2015-03-05 08:44:35,2015-03-05 08:44:49,0,1,ComputerGenie,Chrome,40.0.2214.115,Macintosh,1440x900,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",,,,,,,,,,,,,,,-1,
R_3PoyH0rHfVIXxSi,Default Response Set,Anonymous,,,37.44.64.110,0,2015-03-05 06:15:02,2015-03-05 06:15:19,0,1,t5.keeper,Chrome,41.0.2272.76,Linux x86_64,1280x1024,16.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.76 Safari/537.36",,,,,,,,,,,,,,,-1,
R_30qw3BIfS7cOX5n,Default Response Set,Anonymous,,,193.93.216.161,0,2015-03-05 03:41:32,2015-03-05 03:41:43,0,1,GoogleHireMe,Chrome,40.0.2214.115,Windows NT 6.3,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",,,,,,,,,,,,,,,-1,
R_UiMrGZjEQv5VKRb,Default Response Set,Anonymous,,,86.127.24.200,0,2015-03-04 18:48:37,2015-03-04 18:49:30,0,1,Cristy94,Chrome,40.0.2214.109,Linux,601x962,-1,1,"Mozilla/5.0 (Linux; Android 5.0.2; Nexus 7 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.109 Safari/537.36",,,,,,,,,,,,,,,-1,
R_AHfMzM0Lz3Lokg1,Default Response Set,Anonymous,,,120.181.75.232,0,2015-03-04 18:06:47,2015-03-04 18:12:06,0,1,jeniroxy,Firefox,36.0,Windows NT 6.3,1920x1080,16.0.0,,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0,,,,,,,,,,,,,,,-1,
R_1mWvyN2G4ZPpNrV,Default Response Set,Anonymous,,,116.203.39.126,0,2015-03-05 04:10:22,2015-03-05 04:10:37,0,1,pawan91,Chrome,40.0.2214.115,Windows NT 6.2,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",,,,,,,,,,,,,,,-1,
R_AmKOZ28SwMJ0FEt,Default Response Set,Anonymous,,,81.250.50.157,0,2015-03-03 07:56:30,2015-03-03 07:56:36,0,1,cyril.v,Firefox,36.0,Windows NT 6.3,1536x864,16.0.0,1,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0,,,,,,,,,,,,,,,-1,
R_2dZwS1ofc8pSouW,Default Response Set,Anonymous,,,199.201.64.2,0,2015-03-04 02:46:17,2015-03-04 02:46:28,0,1,Kenny_HORROR,Chrome,41.0.2272.76,Macintosh,1280x800,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.76 Safari/537.36",,,,,,,,,,,,,,,-1,
R_USFkxYYkECseAxz,Default Response Set,Anonymous,,,140.116.247.189,0,2015-03-03 07:42:51,2015-03-03 07:43:47,0,1,1123,Chrome,40.0.2214.115,Windows NT 6.1,1360x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,26-30 years,Postgraduate/Master of arts,Java,dfgfg,BB - Barbados,"-6,(GMT-06:00) Guadalajara",,,,,,,,-1,
R_2TuuFeAnDSzEmNt,Default Response Set,Anonymous,,,144.24.20.226,0,2015-03-04 07:18:25,2015-03-04 07:18:31,0,1,h0rm1,Chrome,40.0.2214.115,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",,,,,,,,,,,,,,,-1,
R_3CVIhRi5UqrPD40,Default Response Set,Anonymous,,,89.201.187.104,0,2015-03-05 11:45:12,2015-03-05 11:45:55,0,1,falanga,Chrome,40.0.2214.115,Windows NT 6.1,1600x900,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,<20 years old,High School,C++,,HR - Croatia,"1,(GMT+01:00) Zagreb",,,,,,,,-1,
R_06wb27UX0LMB3YV,Default Response Set,Anonymous,,,37.204.142.102,0,2015-03-04 09:07:36,2015-03-04 09:08:46,0,1,Fed,Firefox,35.0,Windows NT 6.1,1366x768,16.0.0,1,Mozilla/5.0 (Windows NT 6.1; rv:35.0) Gecko/20100101 Firefox/35.0,,,,,,,,,,,,,,,-1,
R_1AYL5gbWG3KHLIV,Default Response Set,Anonymous,,,140.116.247.231,0,2015-03-04 01:33:31,2015-03-04 01:34:56,0,1,yamkic,Chrome,40.0.2214.93,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",,,,,,,,,,,,,,,-1,
R_22VQ19QY9gIRfnv,Default Response Set,Anonymous,,,180.254.103.86,0,2015-03-05 06:52:13,2015-03-05 06:53:27,0,1,sutowo,Chrome,40.0.2214.115,Windows NT 6.1,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",,,,,,,,,,,,,,,-1,
R_2lBEXRV4kqceigd,Default Response Set,Anonymous,,,41.58.134.146,0,2015-03-05 04:56:29,2015-03-05 04:59:20,0,1,defatigue,Chrome,40.0.2214.115,Windows NT 6.3,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",,,,,,,,,,,,,,,-1,
R_20TKn83qRGUlRpx,Default Response Set,Anonymous,,,122.167.99.115,0,2015-03-05 01:13:50,2015-03-05 01:15:44,0,1,rnkavil,Firefox,36.0,Windows NT 6.1,1366x768,16.0.0,1,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0,Male,31-40 years,Undergraduate/Bachelor's degree,Other,Digital Artist,IN - India,"5.5,(GMT+05:30) Chennai",,,,,,,,-1,
R_3Esu4aIuWVXleTH,Default Response Set,Anonymous,,,79.204.254.163,0,2015-03-05 03:15:39,2015-03-05 03:15:45,0,1,test,Chrome,40.0.2214.115,Windows NT 6.1,1920x1200,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",,,,,,,,,,,,,,,-1,
R_3J9RhxLmUfdRiZy,Default Response Set,Anonymous,,,36.227.162.65,0,2015-03-05 11:18:06,2015-03-05 11:18:13,0,1,chengweichi,Chrome,40.0.2214.115,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",,,,,,,,,,,,,,,-1,
R_2uERSMHEtn6WZut,Default Response Set,Anonymous,,,14.139.227.82,0,2015-03-03 11:22:12,2015-03-03 11:22:52,0,1,jaikamal,Firefox,35.0,Windows NT 6.1,1366x768,16.0.0,0,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0,,,,,,,,,,,,,,,-1,
R_4GgMyaoyxd7p4J7,Default Response Set,Anonymous,,,85.237.234.145,0,2015-03-03 15:12:50,2015-03-03 15:13:10,0,1,bohuss,Chrome,40.0.2214.115,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",,,,,,,,,,,,,,,-1,
R_5cAxyiYBUol3S73,Default Response Set,Anonymous,,,193.93.216.161,0,2015-03-05 03:42:09,2015-03-05 03:42:32,0,1,GoogleHireMe,Chrome,40.0.2214.115,Windows NT 6.3,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",,,,,,,,,,,,,,,-1,
R_7NExA03JJNzCjCB,Default Response Set,Anonymous,,,106.76.178.59,0,2015-03-04 06:51:27,2015-03-04 06:53:14,0,1,adk90,MSIE,10.0,Windows NT 6.1,1093x614,11.1.102.62,1,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729),Male,26-30 years,Postgraduate/Master of arts,Java,,IN - India,"5.5,(GMT+05:30) Kolkata",,,,,,,,-1,
R_7WCQhonINXfsJDL,Default Response Set,Anonymous,,,115.111.183.154,0,2015-03-05 09:00:28,2015-03-05 17:15:49,0,1,boo,Chrome,40.0.2214.115,Windows NT 6.2,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",,,,,,,,,,,,,,,-1,
R_8DoP6rKsuckJjJX,Default Response Set,Anonymous,,,106.220.99.104,0,2015-03-05 04:16:47,2015-03-05 04:21:19,0,1,f1zz0_13,Chrome,31.0.1650.57, Linux i686,1366x768,11.9.900,1,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36",,,,,,,,,,,,,,,-1,
R_9WFgnVhWSCrDWO9,Default Response Set,Anonymous,,,83.171.31.93,0,2015-03-03 09:48:11,2015-03-03 09:55:23,0,1,hulululu,Chrome,40.0.2214.115,Windows NT 6.1,1440x900,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,Postgraduate/Master of arts,C++,unemployment,AF - Afghanistan,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",,,,,,,,-1,
R_a2EFJndcSEgoHfT,Default Response Set,Anonymous,,,59.98.194.159,0,2015-03-03 12:06:24,2015-03-03 12:08:20,0,1,gugu77,Chrome,42.0.2311.11,Windows NT 6.1,1280x800,17.0.0,1,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.11 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,Java,,,,,,,,,,,-1,
R_bdrDbPLdt3XXob3,Default Response Set,Anonymous,,,14.195.187.250,0,2015-03-03 23:53:13,2015-03-03 23:54:09,0,1,codercat,,,,,,,,,,,,,,,,,,,,,,-1,
R_3knBKqNNkmmIG3s,Default Response Set,Anonymous,,,140.116.247.166,0,2015-03-03 01:33:10,2015-03-03 01:34:02,0,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_C2M8tL9dBjhZx97,Default Response Set,Anonymous,,,140.116.247.172,0,2015-03-03 03:18:31,2015-03-03 03:18:33,0,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2z8ataJBCoJrFvF,Default Response Set,Anonymous,,,5.68.55.123,0,2015-03-02 15:43:28,2015-03-02 15:43:39,0,1,neo.subrata,Chrome,40.0.2214.115,Windows NT 6.3,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",,,,,,,,,,,,,,,-1,
R_tSraSq3GSEdthaF,Default Response Set,Anonymous,,,41.68.204.23,0,2015-03-03 13:41:28,2015-03-03 13:41:33,0,1,zizo0003,Chrome,40.0.2214.115,Windows NT 6.3,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",,,,,,,,,,,,,,,-1,
R_2aJFGfwWXonsQDV,Default Response Set,Anonymous,,,93.125.84.51,0,2015-03-03 09:35:32,2015-03-03 09:35:36,0,1,c7d5a6 ,Chrome,40.0.2214.115,Linux x86_64,1680x1050,16.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",,,,,,,,,,,,,,,-1,
R_3QFdDQz4P6x43Bz,Default Response Set,Anonymous,,,68.194.28.184,0,2015-03-04 18:11:41,2015-03-04 18:11:55,0,1,aswmtjdsj,Chrome,40.0.2214.115,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",,,,,,,,,,,,,,,-1,
R_1pJBuws40NaBvES,Default Response Set,Anonymous,,,115.244.208.15,0,2015-03-03 11:40:00,2015-03-03 11:40:09,0,1,haveri,Chrome,40.0.2214.115,Macintosh,1920x1080,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",,,,,,,,,,,,,,,-1,
R_1gNmazEexyFrDXs,Default Response Set,Anonymous,,,74.71.141.73,0,2015-03-04 23:39:15,2015-03-04 23:39:30,0,1,jnnoij,Chrome,41.0.2272.76,Macintosh,1440x900,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_90_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.76 Safari/537.36",,,,,,,,,,,,,,,-1,
R_3oMF7IWu8VlNCHN,Default Response Set,Anonymous,,,74.140.175.125,0,2015-03-05 16:59:15,2015-03-05 17:00:22,0,1,Javajay,Firefox,36.0,Android,360x592,-1,,Mozilla/5.0 (Android; Mobile; rv:36.0) Gecko/36.0 Firefox/36.0,Male,26-30 years,Undergraduate/Bachelor's degree,Java,Senior,US - United States,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",,,,,,,,-1,
R_1r3nYHUtn6JMic5,Default Response Set,Anonymous,,,178.172.239.241,0,2015-03-03 09:13:18,2015-03-03 09:13:23,0,1,Jk24,Chrome,40.0.2214.115,Windows NT 6.1,1920x1200,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",,,,,,,,,,,,,,,-1,
R_3m958zLIamFxh2u,Default Response Set,Anonymous,,,86.57.147.82,0,2015-03-03 09:40:10,2015-03-03 09:40:48,0,1,sabbathist,Firefox,30.0,Ubuntu,1920x1080,11.2.202,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:30.0) Gecko/20100101 Firefox/30.0,Male,20-25 years old,Undergraduate/Bachelor's degree,Other,employee,BY - Belarus,"3,(GMT+03:00) Moscow",,,,,,,,-1,
